"id","t","n1","e1","h1","v1","ψ1","n2","e2","h2","v2","ψ2"
2,35,-606.1286300000011,-0.0,538.8343434403724,122.53893000000015,0.0,328.6152654266705,133.2660642694309,398.9033434403724,70.9398,157.867
2,36,-483.58970000000136,-0.0,538.8343434403724,121.88232800000014,0.0,262.9028924776755,106.53893824637699,398.9033434403724,70.9398,157.867
2,37,-361.70737200000167,-0.0,538.8343434403724,121.22572600000014,0.0,197.1905195286805,79.81181222332309,398.9033434403724,70.9398,157.867
2,38,-240.4816460000011,-0.0,538.8343434403724,120.56912400000013,0.0,131.47814657968556,53.08468620026914,398.9033434403724,70.9398,157.867
2,39,-119.91252200000054,-0.0,538.8343434403724,119.91252200000012,0.0,65.76577363069057,26.35756017721524,398.9033434403724,70.9398,157.867
2,40,0.0,-0.0,538.8343434403724,119.25592000000012,0.0,0.05340068169559265,-0.3695658458386624,398.9033434403724,70.9398,157.867
2,41,119.25592000000051,-0.0,538.8343434403724,118.59931800000011,0.0,-65.65897226729939,-27.096691868892563,398.9033434403724,70.9398,157.867
2,42,237.855238000001,-0.0,538.8343434403724,117.9427160000001,0.0,-131.37134521629437,-53.82381789194647,398.9033434403724,70.9398,157.867
2,43,355.7979540000015,-0.0,538.8343434403724,117.2861140000001,0.0,-197.08371816528935,-80.55094391500037,398.9033434403724,70.9398,157.867
2,44,473.08406800000193,-0.0,538.8343434403724,116.62951200000009,0.0,-262.7960911142843,-107.27806993805427,398.9033434403724,70.9398,157.867
2,45,589.7135800000024,-0.0,538.8343434403724,115.97291000000008,0.0,-328.5084640632793,-134.00519596110814,398.9033434403724,70.9398,157.867
2,46,705.6864900000028,-0.0,538.8343434403724,115.31630800000008,0.0,-394.2208370122743,-160.73232198416207,398.9033434403724,70.9398,157.867
2,47,821.0027980000032,-0.0,538.8343434403724,114.65970600000007,0.0,-459.9332099612693,-187.45944800721594,398.9033434403724,70.9398,157.867
2,48,935.6625040000035,-0.0,538.8343434403724,114.00310400000006,0.0,-525.6455829102642,-214.18657403026987,398.9033434403724,70.9398,157.867
2,49,1049.6656080000039,-0.0,538.8343434403724,113.34650200000006,0.0,-591.3579558592593,-240.9137000533238,398.9033434403724,70.9398,157.867
2,50,1163.0121100000042,-0.0,538.8343434403724,112.68990000000005,0.0,-657.0703288082542,-267.64082607637766,398.9033434403724,70.9398,157.867
2,51,1275.7020100000045,-0.0,538.8343434403724,112.68990000000005,0.0,-722.7827017572492,-294.3679520994316,398.9033434403724,70.9398,157.867
3,0,-8659.849525956113,-699.9977077647128,1138.3925394178445,217.67,-13.403691,5492.8430638572945,3405.308735182425,480.63253941784455,161.736,150.96249400000002
3,1,-8448.108650629767,-649.5395011375173,1138.3925394178445,217.67,-12.762595000000001,5351.436929408505,3326.804984722647,480.63253941784455,161.736,150.96249400000002
3,2,-8235.816453036097,-601.4536223283463,1138.3925394178445,217.67,-12.121499,5210.030794959717,3248.301234262869,480.63253941784455,161.736,150.96249400000002
3,3,-8022.999511669229,-555.746091578462,1138.3925394178445,217.67,-11.480403,5068.624660510929,3169.797483803091,480.63253941784455,161.736,150.96249400000002
3,4,-7809.684470720005,-512.4226313654282,1138.3925394178445,217.67,-10.839307,4927.21852606214,3091.2937333433124,480.63253941784455,161.736,150.96249400000002
3,5,-7595.898036740179,-471.4886656866671,1138.3925394178445,217.67,-10.198211,4785.812391613351,3012.789982883534,480.63253941784455,161.736,150.03567
3,6,-7381.666975298835,-432.9493193803925,1138.3925394178445,217.67,-9.557115,4645.694588957077,2932.0091988146896,480.63253941784455,161.736,149.10884600000003
3,7,-7167.018107631386,-396.80941748398664,1138.3925394178445,217.67,-8.916019,4506.901781526128,2848.9725183569826,480.63253941784455,161.736,148.45598900000002
3,8,-6951.9783072816235,-363.0734846299187,1138.3925394178445,217.67,-8.274923000000001,4369.064125390557,2764.35978735832,480.63253941784455,161.736,148.45598900000002
3,9,-6736.574496737209,-331.74574447927233,1138.3925394178445,217.67,-7.633827,4231.226469254985,2679.7470563596576,480.63253941784455,161.736,148.45598900000002
3,10,-6520.8336440590465,-302.83011919295114,1138.3925394178445,217.67,-6.992731,4093.388813119414,2595.1343253609944,480.63253941784455,161.736,148.45598900000002
3,11,-6304.782759504932,-276.3302289406343,1138.3925394178445,217.67,-6.351635,3955.5511569838427,2510.521594362332,480.63253941784455,161.736,149.29341700000003
3,12,-6088.448892147942,-252.24939144753924,1138.3925394178445,217.67,-5.710539,3816.4915781490777,2427.9324471921523,480.63253941784455,161.736,150.13084500000002
3,13,-5871.859126489951,-230.59062157905083,1138.3925394178445,217.67,-5.069443,3676.2397825256735,2347.384526546049,480.63253941784455,161.736,150.13084500000002
3,14,-5655.040579070706,-211.356630963265,1138.3925394178445,217.67,-4.335941,3535.9879869022693,2266.836605899946,480.63253941784455,161.736,150.13084500000002
3,15,-5437.99357150227,-194.89985711212734,1138.3925394178445,217.67,-3.6024390000000004,3395.7361912788656,2186.288685253843,480.63253941784455,161.736,150.13084500000002
3,16,-5220.753675532974,-181.22299711980267,1138.3925394178445,217.67,-2.8689370000000007,3255.484395655462,2105.74076460774,480.63253941784455,161.736,150.13084500000002
3,17,-5003.356494523552,-170.328292481473,1138.3925394178445,217.67,-2.135435000000001,3115.232600032058,2025.1928439616372,480.63253941784455,161.736,150.13084500000002
3,18,-4785.837657612119,-162.21752872597705,1138.3925394178445,217.67,-2.135435000000001,2974.9808044086544,1944.644923315534,480.63253941784455,161.736,150.13084500000002
3,19,-4568.318820700687,-154.1067649704811,1138.3925394178445,217.67,-2.135435000000001,2834.7290087852507,1864.097002669431,480.63253941784455,161.736,150.13084500000002
3,20,-4350.799983789254,-145.9960012149854,1138.3925394178445,217.67,-2.135435000000001,2694.477213161847,1783.549082023328,480.63253941784455,161.736,150.13084500000002
3,21,-4133.281146877822,-137.88523745948967,1138.3925394178445,217.67,-2.135435000000001,2554.225417538443,1703.001161377225,480.63253941784455,161.736,150.13084500000002
3,22,-3915.762309966389,-129.77447370399383,1138.3925394178445,217.67,-2.135435000000001,2413.9736219150395,1622.4532407311222,480.63253941784455,161.736,150.13084500000002
3,23,-3698.243473054956,-121.66370994849812,1138.3925394178445,217.67,-2.135435000000001,2273.721826291636,1541.905320085019,480.63253941784455,161.736,149.27173200000001
3,24,-3480.724636143523,-113.5529461930024,1138.3925394178445,217.67,-2.135435000000001,2134.6935153142117,1459.2635483060653,480.63253941784455,161.736,148.412619
3,25,-3263.2057992320906,-105.44218243750657,1138.3925394178445,217.67,-2.135435000000001,1996.9199462083097,1374.5465054408826,480.63253941784455,161.736,147.55350600000003
3,26,-3045.686962320658,-97.33141868201085,1138.3925394178445,217.67,-2.135435000000001,1860.4320941004557,1287.7732381116837,480.63253941784455,161.736,147.55350600000003
3,27,-2828.1681254092255,-89.22065492651514,1138.3925394178445,217.67,-2.135435000000001,1723.9442419926015,1200.9999707824848,480.63253941784455,161.736,147.55350600000003
3,28,-2610.649288497793,-81.10989117101941,1138.3925394178445,217.67,-2.135435000000001,1587.4563898847473,1114.2267034532858,480.63253941784455,161.736,147.55350600000003
3,29,-2393.13045158636,-72.99912741552359,1138.3925394178445,217.67,-2.135435000000001,1450.9685377768933,1027.453436124087,480.63253941784455,161.736,147.55350600000003
3,30,-2175.6116146749273,-64.88836366002786,1138.3925394178445,217.67,-2.135435000000001,1314.480685669039,940.6801687948879,480.63253941784455,161.736,147.03642900000003
3,31,-1958.0927777634945,-56.777599904532146,1138.3925394178445,217.67,-2.135435000000001,1178.7814834000633,852.6786904006951,480.63253941784455,161.736,146.51935200000003
3,32,-1740.573940852062,-48.66683614903637,1138.3925394178445,217.67,-2.135435000000001,1043.881982935529,763.4561681856225,480.63253941784455,161.736,145.91305800000004
3,33,-1523.0551039406291,-40.55607239354065,1138.3925394178445,217.67,-2.135435000000001,909.9341547230957,672.8111847989377,480.63253941784455,161.736,145.30676400000002
3,34,-1305.5362670291966,-32.44530863804488,1138.3925394178445,217.67,-2.135435000000001,776.9529974379444,580.753890122731,480.63253941784455,161.736,144.70047000000002
3,35,-1088.017430117764,-24.33454488254905,1138.3925394178445,217.67,-2.135435000000001,644.9534015132396,487.29459218124924,480.63253941784455,161.736,144.09417600000003
3,36,-870.4985932063312,-16.223781127053194,1138.3925394178445,217.67,-1.7083480000000009,513.9501474727854,392.4437559866636,480.63253941784455,161.736,143.487882
3,37,-652.9253416147465,-9.73462926682304,1138.3925394178445,217.67,-1.2812610000000006,383.95790427599104,296.21200236726037,480.63253941784455,161.736,142.88158800000002
3,38,-435.3097643584153,-4.867449858389406,1138.3925394178445,217.67,-0.8541740000000004,254.99122767533083,198.61010677818487,480.63253941784455,161.736,142.27529400000003
3,39,-217.6639528044824,-1.6225133366813134,1138.3925394178445,217.67,-0.4270870000000002,127.06455858647635,99.6489980948703,480.63253941784455,161.736,141.669
3,40,0.0,-0.0,1138.3925394178445,217.67,0.0,0.19222147129010583,-0.6602426107122041,480.63253941784455,161.736,141.669
3,41,217.67000000000016,1.598208967783023e-14,1138.3925394178445,217.67,0.4270870000000002,-126.68011564389613,-100.9694833162947,480.63253941784455,161.736,141.669
